batch_size,learning_rate,val_loss,train_loss
237,0.046415888336127774,0.3177263526355519,0.3132448773353528
237,0.1,0.29803451851886864,0.317353312756418
237,0.21544346900318823,0.30840032460058436,0.28501688987310586
237,0.46415888336127775,0.30484695644939647,0.39884102935269033
237,1.0,0.4410045160090222,0.6239632720190157
348,0.0001,1.9591541601263958,2.4167746018672336
348,0.00021544346900318845,1.5063086177991785,2.0287102896234264
348,0.00046415888336127773,1.0979998422705608,1.6532565223997917
348,0.001,0.8005737740060558,1.303277045401974
348,0.002154434690031882,0.6252487249996351,0.9560947461404662
348,0.004641588833612777,0.5079379302004109,0.6046296753745148
348,0.01,0.4418664665325828,0.3599141174900359
348,0.021544346900318822,0.37327618767385895,0.3276354813057443
348,0.046415888336127774,0.34119771939256915,0.3341775280409965
348,0.1,0.3166378652272017,0.229893589473289
348,0.21544346900318823,0.3065678263488023,0.380519689079644
348,0.46415888336127775,0.2950086567712867,0.3522580496210983
348,1.0,0.3853774543689645,0.465375484590945
512,0.0001,2.1672007739543915,2.6014249172616513
512,0.00021544346900318845,1.7175265848636627,2.223146497442367
512,0.00046415888336127773,1.2918798178434372,1.8466491775309786
512,0.001,0.9474937804043293,1.48615598982953
512,0.002154434690031882,0.7177408263087273,1.132321805903252
512,0.004641588833612777,0.5822335816919804,0.7778840057393338
512,0.01,0.48860058560967445,0.47083964018111535
512,0.021544346900318822,0.41595842875540257,0.28615217995136344
512,0.046415888336127774,0.34875777643173933,0.3087463357981215
512,0.1,0.35268951766192913,0.21324963005299263
512,0.21544346900318823,0.3218670943751931,0.29673760546014666
512,0.46415888336127775,0.353915018029511,0.25958692862632426
512,1.0,0.33172059059143066,0.42289417132418206
